刪除第 {0} 頁	Delete page {0}	{0}ページ目を削除	{0}페이지 삭제	刪除第 {0} 頁
圖片{0}	Image {0}	画像{0}	이미지 {0}	圖片{0}
圖形{0}	Shape {0}	図形{0}	도형 {0}	圖形{0}
圖案之間的連線：{0}	Pattern connectors: {0}	モチーフの接続線：{0}	패턴 연결선: {0}	圖案之間的連線：{0}
遮罩排版 {0}	Mask layout {0}	マスクレイアウト {0}	마스크 레이아웃 {0}	遮罩排版 {0}
推薦 {0}	Pick {0}	おすすめ {0}	추천 {0}	推薦 {0}
模板 {0}	Template {0}	テンプレート {0}	템플릿 {0}	模板 {0}
{0}：上傳預覽圖片	{0}: upload preview image	{0}：プレビュー画像をアップロード	{0}: 미리보기 이미지 업로드	{0}：上傳預覽圖片
{0}：換一張示意圖	{0}: change preview image	{0}：見本画像を変更	{0}: 예시 이미지 변경	{0}：換一張示意圖
已存 {0} 筆	{0} saved	{0}件保存済み	{0}개 저장됨	已存 {0} 筆
已存 {0} 筆・{1} 筆缺原圖	{0} saved · {1} missing originals	{0}件保存済み・{1}件の元画像がありません	{0}개 저장됨 · 원본 없는 항목 {1}개	已存 {0} 筆・{1} 筆缺原圖
已合併{0}	Combined {0}	合成済み：{0}	병합된 {0}	已合併{0}
{0} 分鐘前	{0} minutes ago	{0}分前	{0}분 전	{0} 分鐘前
{0} 小時前	{0} hours ago	{0}時間前	{0}시간 전	{0} 小時前
{0} 天前	{0} days ago	{0}日前	{0}일 전	{0} 天前
剛剛	Just now	たった今	방금	剛剛
{0}年{1}月{2}日 {3}{4}:{5}	{0}/{1}/{2} {4}:{5} {3}	{0}年{1}月{2}日 {3}{4}:{5}	{0}년 {1}월 {2}일 {3} {4}:{5}	{0}年{1}月{2}日 {3}{4}:{5}
上午	AM	午前	오전	上午
下午	PM	午後	오후	下午
早上	Morning	朝	아침	早上
中午	Noon	昼	정오	中午
晚上	Evening	夜	저녁	晚上
凌晨	Early morning	深夜	새벽	凌晨
請輸入信裡的 {0} 位數驗證碼	Enter the {0}-digit code from your email	メールに届いた{0}桁の認証コードを入力してください	메일의 {0}자리 인증 코드를 입력해 주세요	請輸入信裡的 {0} 位數驗證碼
重新取得（{0}）	Resend ({0})	再送（{0}）	재전송 ({0})	重新取得（{0}）
上一步	Previous	前へ	이전	上一步
合併濾鏡	Combine filters	フィルター合成	필터 합치기	合併濾鏡
合併特效	Combine effects	効果を合成	효과 합치기	合併特效
收合特效	Collapse effects	閉じる	효과 접기	收合特效清單
調整	Adjust	調整	조정	調整
調整細項	Fine adjustments	詳細調整	세부 조정	調整細項
中心 X	Center X	中心 X	중심 X	中心 X
中心 Y	Center Y	中心 Y	중심 Y	中心 Y
位移	Offset	オフセット	오프셋	位移
取樣距離	Sample distance	サンプル間隔	샘플 간격	取樣間隔
徑向指數	Radial falloff	放射減衰	방사형 감쇠	沿放射方向衰減的程度
相位	Phase	位相	위상	相位
空間變化	Spatial variation	空間変化	공간 변화	空間變化
發生比例	Frequency	発生率	발생 빈도	發生比例
變化	Variation	変化	변화	變化
擴散	Spread	拡散	확산	擴散
收縮	Contract	収縮	수축	收縮
描繪	Trace	トレース	트레이스	描繪
光罩	Light veil	光の幕	빛 장막	光幕效果
亮角	Bright corners	周辺増光	모서리 밝게	亮角
動態模糊	Motion blur	流しぼかし	모션 블러	沿移動方向的模糊
放射模糊	Radial blur	放射ぼかし	방사형 흐림	放射狀模糊
旋轉模糊	Spin blur	回転ぼかし	회전 흐림	旋轉模糊
區塊錯位	Block shift	ブロックずれ	블록 이동	區塊位移
抖動	Jitter	ジッター	지터	抖動
折射	Refraction	屈折	굴절	折射
彩噪I	Color noise I	色ノイズI	컬러 노이즈 I	彩色雜訊 I
彩噪II	Color noise II	色ノイズII	컬러 노이즈 II	彩色雜訊 II
掃描切片	Scan slices	スライス	스캔 슬라이스	掃描切片效果
掃描密度	Scan density	走査密度	스캔 밀도	掃描密度
掃描線	Scanlines	走査線	주사선	掃描線
玻璃暗角	Glass vignette	ガラス枠	유리 비네팅	玻璃邊緣暗角效果
玻璃磚	Glass blocks	ガラス	유리 블록	玻璃磚效果
珍珠光澤	Pearlescence	パール	진주 광택	珍珠光澤
磷光暈	Phosphor glow	燐光	인광	磷光光暈
結晶化	Crystallize	結晶化	결정화	結晶化
胞壁寬	Cell border width	境界幅	셀 경계 너비	結晶單元邊界的寬度
胞壁深	Cell border depth	境界の深さ	셀 경계 깊이	結晶單元邊界的深度
色度偏移	Chroma shift	色ずれ	색차 이동	色彩通道偏移
色度糊化	Chroma blur	色ぼかし	색차 흐림	色彩模糊
變形光斑	Warped bokeh	変形ボケ	왜곡 보케	變形光斑
通道分離	Channel split	RGB分離	채널 분리	分離 RGB 色彩通道
邊緣反光	Edge highlights	縁の反射	가장자리 반사	邊緣反光
霓虹	Neon	ネオン	네온	霓虹
馬賽克	Mosaic	モザイク	모자이크	馬賽克
錯位九宮	Offset tiles	タイルずれ	타일 어긋남	錯位九宮
等速	Linear	等速	일정 속도	等速
子彈時間	Bullet time	スロー	불릿 타임	慢速時間效果
跑馬燈	Marquee	スクロール	흐르는 글자	連續捲動
不規則	Irregular	不規則	불규칙	不規則
上下對分	Top and bottom	上下二分割	상하 분할	上下對分
左右對分	Side by side	左右二分割	좌우 분할	左右對分
三橫欄	Three rows	横3分割	가로 3분할	三橫欄
三直欄	Three columns	縦3分割	세로 3분할	三直欄
四格棋盤	2 × 2 grid	2×2分割	2 × 2 그리드	2×2 格分割
九格棋盤	3 × 3 grid	3×3分割	3 × 3 그리드	3×3 格分割
五橫欄	Five rows	横5分割	가로 5분할	五橫欄
三列二欄	3 rows × 2 columns	3行 × 2列	3행 × 2열	三列二欄
兩列三欄	2 rows × 3 columns	2行 × 3列	2행 × 3열	兩列三欄
四直兩列	2 rows × 4 columns	2行 × 4列	2행 × 4열	四直兩列
2x5 網格	2 × 5 grid	2×5分割	2 × 5 그리드	2×5 格分割
5x2 網格	5 × 2 grid	5×2分割	5 × 2 그리드	5×2 格分割
3-4-3 交錯	3–4–3 staggered	3–4–3交互	3–4–3 교차 배열	3–4–3 交錯排列
一上四下	1 above, 4 below	上1・下4	위 1칸·아래 4칸	一上四下
一下四上	4 above, 1 below	上4・下1	위 4칸·아래 1칸	一下四上
三上四下	3 above, 4 below	上3・下4	위 3칸·아래 4칸	三上四下
四上三下	4 above, 3 below	上4・下3	위 4칸·아래 3칸	四上三下
上大下雙	Large top, two below	上に大1・下に2	위 큰 1칸·아래 2칸	上大下雙
下大上雙	Two above, large bottom	上に2・下に大1	위 2칸·아래 큰 1칸	下大上雙
左大右雙	Large left, two right	左に大1・右に2	왼쪽 큰 1칸·오른쪽 2칸	左大右雙
右大左雙	Two left, large right	左に2・右に大1	왼쪽 2칸·오른쪽 큰 1칸	右大左雙
左三右二	Three left, two right	左3・右2	왼쪽 3칸·오른쪽 2칸	左三右二
左二右三	Two left, three right	左2・右3	왼쪽 2칸·오른쪽 3칸	左二右三
一大三小	One large, three small	大1・小3	큰 1칸·작은 3칸	一大三小
三小一大	Three small, one large	小3・大1	작은 3칸·큰 1칸	三小一大
一大五小	One large, five small	大1・小5	큰 1칸·작은 5칸	一大五小
五小一大	Five small, one large	小5・大1	작은 5칸·큰 1칸	五小一大
兩大六小	Two large, six small	大2・小6	큰 2칸·작은 6칸	兩大六小
大左六小	Large left, six small	左に大1・小6	왼쪽 큰 1칸·작은 6칸	大左六小
左大右疊	Large left, stacked right	左大・右重ね	왼쪽 큰 칸·오른쪽 겹침	左側大格、右側堆疊
右大左疊	Stacked left, large right	左重ね・右大	왼쪽 겹침·오른쪽 큰 칸	左側堆疊、右側大格
大角拼貼	Large corner collage	角組み	큰 모서리 콜라주	角落拼貼布局
黃金右分割	Golden ratio, right	黄金比・右	황금비·오른쪽	黃金右分割
黃金左分割	Golden ratio, left	黄金比・左	황금비·왼쪽	黃金左分割
按讚	Like	いいね	좋아요	按讚
收回讚	Unlike	いいねを取り消す	좋아요 취소	收回讚
和其他人都說讚	and others liked this	ほかの人が「いいね！」しました	님 외 여러 명이 좋아합니다	和其他人都說讚
改分享數	Edit share count	シェア数を編集	공유 수 수정	改分享數
改留言數	Edit comment count	コメント数を編集	댓글 수 수정	改留言數
改讚數	Edit like count	いいね数を編集	좋아요 수 수정	改讚數
改轉發數	Edit repost count	リポスト数を編集	리포스트 수 수정	改轉發數
原創音訊 · {0}	Original audio · {0}	オリジナル音源 · {0}	원본 오디오 · {0}	原創音訊 · {0}
歌曲	Songs	曲	곡	歌曲
歌手	Artists	アーティスト	아티스트	歌手／音樂創作者
歌手全曲	All songs by artist	全曲	아티스트의 모든 곡	該歌手的全部歌曲
全部歌曲 ·	All songs ·	すべての曲 ·	모든 곡 ·	全部歌曲 ·
專輯 ·	Album ·	アルバム ·	앨범 ·	專輯 ·
 · {0} 首	 · {0} songs	 · {0}曲	 · {0}곡	 · {0} 首
曲風榜	Genre charts	ジャンル別	장르별 차트	依曲風分類的排行榜
榜	Charts	ランキング	차트	排行榜
榜{0}	Chart {0}	ランキング {0}	차트 {0}	榜{0}
榜單內	In charts	ランキング内	차트 내	榜單內
舊榜	Previous charts	過去の順位	이전 차트	過去的排行榜
超夯	Trending	人気	인기	熱門
收藏	Saved	お気に入り	즐겨찾기	收藏／我的最愛
試聽	Preview track	試聴	미리 듣기	試聽
快取	Cached	キャッシュ済み	캐시됨	快取
試聽快取	Cached previews	試聴キャッシュ	미리 듣기 캐시	試聽快取
取消連結	Unlink	解除	연결 해제	解除音樂連結
重新連結	Relink	再リンク	다시 연결	重新連結
找不到歌曲	No songs found	曲が見つかりません	곡을 찾을 수 없습니다	找不到歌曲
還沒有收藏的音樂，點歌曲右邊的書籤就會收進來	No saved music yet. Tap the bookmark beside a song to save it.	お気に入りの曲はまだありません。曲の右側のブックマークで追加できます。	즐겨찾는 음악이 없습니다. 곡 오른쪽의 북마크를 눌러 추가해 보세요.	還沒有收藏的音樂，點歌曲右邊的書籤就會收進來
台灣商店	Taiwan store	台湾ストア	대만 스토어	台灣商店
日本商店	Japan store	日本ストア	일본 스토어	日本商店
美國商店	US store	米国ストア	미국 스토어	美國商店
搜tw	Search Taiwan	台湾で検索	대만 검색	搜tw
搜jp	Search Japan	日本で検索	일본 검색	搜jp
搜us	Search US	米国で検索	미국 검색	搜us
華語	Mandarin	中国語	중국어	華語
日語	Japanese	日本語	일본어	日語
韓語	Korean	韓国語	한국어	韓語
{0}全曲	All {0} songs	{0}のすべての曲	{0}의 모든 곡	{0}全曲
{0}專輯	{0} albums	{0}のアルバム	{0} 앨범	{0}專輯
{0}歌手	{0} artists	{0}のアーティスト	{0} 아티스트	{0}歌手
{0}曲目	{0} tracks	{0}の曲	{0} 트랙	{0}曲目
{0}曲風榜	{0} genre charts	{0}ジャンル別	{0} 장르별 차트	{0}曲風分類排行
{0}導出	{0} export	{0}の書き出し	{0} 내보내기	{0}導出
拿不到歌單，請確認網路後重試\n（{0}）	Couldn't load music. Check your connection and try again.\n({0})	曲を読み込めませんでした。通信状況を確認して、もう一度お試しください。\n（{0}）	음악을 불러오지 못했어요. 인터넷 연결을 확인하고 다시 시도해 주세요.\n({0})	拿不到歌單，請確認網路後重試\n（{0}）
{0}{1}:0筆	{0}{1}: no results	{0}{1}：0件	{0}{1}: 결과 없음	{0}{1}:0筆
{0}新榜:{1}	{0} new chart: {1}	{0}新着ランキング：{1}	{0} 최신 차트: {1}	{0}新榜:{1}
{0}查	{0} search	{0}検索	{0} 검색	{0}查
{0}:0筆	{0}: no results	{0}：0件	{0}: 결과 없음	{0}:0筆
備援{0}:{1}	Backup {0}: {1}	予備の取得先{0}：{1}	대체 소스 {0}: {1}	備援{0}:{1}
{0}轉{1}:0筆	{0} → {1}: no results	{0} → {1}：0件	{0} → {1}: 결과 없음	{0}轉{1}:0筆
{0}轉{1}:{2}	{0} → {1}: {2}	{0} → {1}：{2}	{0} → {1}: {2}	{0}轉{1}:{2}
{0}試聽:0筆	{0} previews: none	{0}試聴：0件	{0} 미리듣기: 없음	{0}試聽:0筆
{0}曲風榜:{1}筆	{0} genre chart: {1} results	{0}ジャンル別ランキング：{1}件	{0} 장르별 차트: {1}개	{0}曲風榜:{1}筆
{0}每日+曲風	{0} daily + genre	{0}デイリー＋ジャンル	{0} 일간 + 장르	{0}每日+曲風
曲風{0}:都拿不到	Genre {0}: no sources available	ジャンル{0}：取得できるデータがありません	장르 {0}: 사용 가능한 소스 없음	曲風{0}:都拿不到
